5.030763888888889522e-04,5.529166666666668475e-05,-9.811805555555552891e-05,2.567083333333332893e-04,-1.694166666666667008e-04,1.533263888888888806e-04,1.766874999999999783e-04,-2.364583333333335357e-05,-2.593055555555554963e-05,-5.738888888888892708e-05
5.529166666666668475e-05,9.550833333333333917e-04,3.577083333333333590e-04,-2.720000000000000521e-04,-1.351666666666666273e-04,2.481249999999999732e-04,-5.054583333333334538e-04,-5.625000000000056258e-06,4.105000000000000576e-04,-5.306666666666666997e-04
-9.811805555555552891e-05,3.577083333333333590e-04,6.314097222222222246e-04,-1.664583333333333453e-04,4.991666666666670318e-05,2.986111111111281338e-07,1.718749999999998071e-05,-2.090624999999999656e-04,2.938472222222221443e-04,-1.005277777777777788e-04
2.567083333333332893e-04,-2.720000000000000521e-04,-1.664583333333333453e-04,7.830833333333333309e-04,-2.291666666666672452e-05,-8.129166666666663233e-05,4.204583333333333393e-04,-1.443749999999999721e-04,-4.831666666666666835e-04,2.414999999999999612e-04
-1.694166666666667008e-04,-1.351666666666666273e-04,4.991666666666670318e-05,-2.291666666666672452e-05,6.663333333333334475e-04,4.225000000000003086e-05,-1.944166666666666580e-04,-3.274999999999996935e-05,-2.465833333333333549e-04,-2.500833333333333315e-04
1.533263888888888806e-04,2.481249999999999732e-04,2.986111111111281338e-07,-8.129166666666663233e-05,4.225000000000003086e-05,9.512430555555555440e-04,3.827083333333333297e-05,-2.097291666666666033e-04,3.148611111111110545e-05,-3.844722222222221380e-04
1.766874999999999783e-04,-5.054583333333334538e-04,1.718749999999998071e-05,4.204583333333333393e-04,-1.944166666666666580e-04,3.827083333333333297e-05,9.266874999999999939e-04,-1.768124999999999406e-04,-1.150416666666666395e-04,3.598333333333333158e-04
-2.364583333333335357e-05,-5.625000000000056258e-06,-2.090624999999999656e-04,-1.443749999999999721e-04,-3.274999999999996935e-05,-2.097291666666666033e-04,-1.768124999999999406e-04,7.601874999999997957e-04,8.937499999999999048e-05,4.124166666666666714e-04
-2.593055555555554963e-05,4.105000000000000576e-04,2.938472222222221443e-04,-4.831666666666666835e-04,-2.465833333333333549e-04,3.148611111111110545e-05,-1.150416666666666395e-04,8.937499999999999048e-05,7.118055555555554770e-04,-3.296944444444444141e-04
-5.738888888888892708e-05,-5.306666666666666997e-04,-1.005277777777777788e-04,2.414999999999999612e-04,-2.500833333333333315e-04,-3.844722222222221380e-04,3.598333333333333158e-04,4.124166666666666714e-04,-3.296944444444444141e-04,1.559555555555555348e-03
