2.760254212212229956e-04,1.430937360753326004e-01,2.859114467294437412e-01,4.287291573835551040e-01,5.715468680376661892e-01,6.072512957011940715e-01,6.429557233647219538e-01,7.857734340188331501e-01,8.571822893458886927e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.337954312862698364e-02,3.718246553882311595e-02,3.098538794901927254e-02,2.478831035921541179e-02,1.859123276941156491e-02,1.704196337196059799e-02,1.549269397450963107e-02,9.295616384705778987e-03,6.197077589803856416e-03,0.000000000000000000e+00
1.861449482004649933e-18,1.595528127432556838e-18,1.329606772860464320e-18,1.063685418288371033e-18,7.977640637162786114e-19,7.312837250732552895e-19,6.648033864302319676e-19,3.988820318581392094e-19,2.659213545720929507e-19,0.000000000000000000e+00
2.164358713690554270e-01,1.855164611734760605e-01,1.545970509778967494e-01,1.236776407823173690e-01,9.275823058673805799e-02,8.502837803784320247e-02,7.729852548894834696e-02,4.637911529336901512e-02,3.091941019557935960e-02,0.000000000000000000e+00
1.874030693268621539e-01,1.606312022801675288e-01,1.338593352334729591e-01,1.070874681867783479e-01,8.031560114008379214e-02,7.362263437841012892e-02,6.692966761673646570e-02,4.015780057004188219e-02,2.677186704669460085e-02,0.000000000000000000e+00
9.150032288441517503e-02,7.842884818664157265e-02,6.535737348886798415e-02,5.228589879109437483e-02,3.921442409332079326e-02,3.594655541887738920e-02,3.267868674443398513e-02,1.960721204666039316e-02,1.307147469777360238e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.782934418831180687e-03,5.813943787569581835e-03,4.844953156307986453e-03,3.875962525046387601e-03,2.906971893784791785e-03,2.664724235969391855e-03,2.422476578153992359e-03,1.453485946892395459e-03,9.689906312615975507e-04,0.000000000000000000e+00
3.190386646102473800e-01,2.734617125230691115e-01,2.278847604358909817e-01,1.823078083487127410e-01,1.367308562615346113e-01,1.253366182397400164e-01,1.139423802179454631e-01,6.836542813076727787e-02,4.557695208717821300e-02,0.000000000000000000e+00
1.351835688407414804e-01,1.158716304349212550e-01,9.655969202910107130e-02,7.724775362328083206e-02,5.793581521746064139e-02,5.310783061600558158e-02,4.827984601455051483e-02,2.896790760873031376e-02,1.931193840582021842e-02,0.000000000000000000e+00
