6.036916666666667861e-03,6.635000000000002441e-04,-1.177416666666666455e-03,3.080499999999999905e-03,-2.033000000000000519e-03,1.839916666666666567e-03,2.120249999999999739e-03,-2.837500000000002564e-04,-3.111666666666666227e-04,-6.886666666666671792e-04
6.635000000000002441e-04,1.146100000000000070e-02,4.292500000000000308e-03,-3.264000000000000842e-03,-1.621999999999999744e-03,2.977499999999999678e-03,-6.065500000000001446e-03,-6.750000000000067849e-05,4.926000000000000691e-03,-6.368000000000000396e-03
-1.177416666666666455e-03,4.292500000000000308e-03,7.576916666666666696e-03,-1.997500000000000143e-03,5.990000000000004652e-04,3.583333333333537606e-06,2.062499999999997820e-04,-2.508749999999999696e-03,3.526166666666666165e-03,-1.206333333333333346e-03
3.080499999999999905e-03,-3.264000000000000842e-03,-1.997500000000000143e-03,9.397000000000000838e-03,-2.750000000000007213e-04,-9.754999999999995879e-04,5.045500000000000505e-03,-1.732499999999999665e-03,-5.798000000000000202e-03,2.897999999999999535e-03
-2.033000000000000519e-03,-1.621999999999999744e-03,5.990000000000004652e-04,-2.750000000000007213e-04,7.996000000000001370e-03,5.070000000000003974e-04,-2.333000000000000004e-03,-3.929999999999996864e-04,-2.959000000000000258e-03,-3.001000000000000195e-03
1.839916666666666567e-03,2.977499999999999678e-03,3.583333333333537606e-06,-9.754999999999995879e-04,5.070000000000003974e-04,1.141491666666666696e-02,4.592500000000000228e-04,-2.516749999999999456e-03,3.778333333333333197e-04,-4.613666666666666090e-03
2.120249999999999739e-03,-6.065500000000001446e-03,2.062499999999997820e-04,5.045500000000000505e-03,-2.333000000000000004e-03,4.592500000000000228e-04,1.112024999999999993e-02,-2.121749999999999504e-03,-1.380499999999999783e-03,4.317999999999999790e-03
-2.837500000000002564e-04,-6.750000000000067849e-05,-2.508749999999999696e-03,-1.732499999999999665e-03,-3.929999999999996864e-04,-2.516749999999999456e-03,-2.121749999999999504e-03,9.122249999999998415e-03,1.072499999999999886e-03,4.949000000000000274e-03
-3.111666666666666227e-04,4.926000000000000691e-03,3.526166666666666165e-03,-5.798000000000000202e-03,-2.959000000000000258e-03,3.778333333333333197e-04,-1.380499999999999783e-03,1.072499999999999886e-03,8.541666666666666158e-03,-3.956333333333333403e-03
-6.886666666666671792e-04,-6.368000000000000396e-03,-1.206333333333333346e-03,2.897999999999999535e-03,-3.001000000000000195e-03,-4.613666666666666090e-03,4.317999999999999790e-03,4.949000000000000274e-03,-3.956333333333333403e-03,1.871466666666666417e-02
